486,苏龙,105岁的姥姥过年还给女...,101.3 万,3.4 万,1.6 万,2019-02-11 21:46:21.690730
487,村口电视指南,#何炅 #马丽 分手第三...,101.3 万,1.3 万,3.7 万,2019-02-11 21:46:21.690730
488,信口开饭,#过年前后的你 #信口开...,101.2 万,4643,2260,2019-02-11 21:46:21.690730
489,悟空闹电影,爱情喜剧《约会电影》完整...,101.0 万,6527,7334,2019-02-11 21:46:21.690730
490,繁花世界,每天给大家解锁新图案,101.0 万,1.2 万,7225,2019-02-11 21:46:21.690730
491,,有钱说话底气都特别足！！...,100.9 万,7450,1.9 万,2019-02-11 21:46:29.113004
492,仙女酵母,#搞笑 你知道过年为什么...,100.7 万,5375,2481,2019-02-11 21:46:29.113004
493,林轩成啊,你结婚我就不去了#最后的...,100.7 万,1.7 万,8398,2019-02-11 21:46:29.113004
494,王者荣耀许多,全网给我寻找这个出卖队友...,100.4 万,2.8 万,2.1 万,2019-02-11 21:46:29.113004
495,忠橙卫士,乃夫，回家了 ,100.3 万,3.9 万,3644,2019-02-11 21:46:29.113004
496,温暖,把舅舅舅妈吓着了,100.1 万,5839,2.6 万,2019-02-11 21:46:29.113004
497,乔乐思密达,你看这中国式教育像极了....,99.8 万,1.6 万,5949,2019-02-11 21:46:29.113004
498,央视新闻,今年是冯巩33年来首次缺...,99.7 万,2.4 万,9447,2019-02-11 21:46:29.113004
499,韩饭饭,这是高手，哈哈哈！@王小...,99.5 万,6494,8924,2019-02-11 21:46:29.113004
500,及時行樂,回农村的样子像极了爱情#...,99.5 万,2.6 万,2.1 万,2019-02-11 21:46:29.113004
